text,label,post_id,targets
he not white hes a kike,1,23641572_gab,"[""Jewish""]"
lawfare is the arena where the battles are being fought let us make sure we lose as massively as possible to please our kike overlords,1,15252307_gab,"[""Jewish""]"
well at least that kike is honest about his fear of armed goyim,1,25385871_gab,"[""Jewish""]"
deflect all you want kike spawn the whole world saw what happened and people opinions are shifting use all the mental gymnastics you like to justify things for your masters the rest of us have no such strings and can see things with a clear conscious,1,25691623_gab,"[""Jewish""]"
net neutrality was always a kike power move cernovich can eat a dick,1,14943687_gab,"[""Jewish""]"
it was thanks to them that australia brought in the 1 8 c law about racial crap i heard the dick head of the jew council of aust say so on radio they only wanted it because a muzrat was saying jew pigs on fb so we all get this law,1,8160154_gab,"[""Islam"", ""Jewish""]"
fuck feminists and kike media that want to emasculate fathers i piss on them,1,27683915_gab,"[""Jewish""]"
there a kike around every corner a false friend around every bend,1,13285441_gab,"[""Jewish""]"
where do i get news about the possible recount drudge is not putting up links about it being the filthy kike he is,1,16136471_gab,"[""Jewish""]"
<number> jesus was born a jew to jew parents in judea <number> dead people do not live again <number> the problem with claiming i am going to hell forever for not believing in your dead kike is that i do not believe in your dead kike or your hell,1,24809018_gab,"[""Jewish""]"
<user> that explains why you do not have a problem with white genocide you are not white you are a kike that hates european whites fuck off,1,3418902_gab,"[""Jewish""]"
that dude was such a punch able kike too pure cancer,1,7092263_gab,"[""Jewish""]"
the alt right is celebrating because the god emperor called a bunch of nigger countries shitholes and that makes up for having a cabinet staffed by globalist kikes and neocons trump not even knowing his own immigration policies how easily distracted you are by cheap gimmicks,1,17753551_gab,"[""African"", ""Jewish"", ""Other""]"
would not the kike sell it to the nigger they do not ever give things away for free,1,21979713_gab,"[""African"", ""Jewish""]"
bro that yid can run hahahahaha,0,21155705_gab,"[""Jewish""]"
i despise it when news personalities like lauren southern say they are not refugees they are economic migrants no you dumb kike bitch they are i n v a d e r fuck it after what happened to pamela shoot em if they do not leave,1,20978633_gab,"[""Jewish"", ""Refugee"", ""Women""]"
i heard this filthy kike on the lars larsen show yesterday he one of bibi right hand guys apparently,1,21357074_gab,"[""Jewish""]"
<user> had this ru jewish boss who was obsessed with capitalism scared of the us becoming too different aka brown and eternally grateful to reagan for giving him an opening to be a refugee in the 8 0 of course he was the right kind of immigrant lol,0,1179074253439819776_twitter,"[""Jewish"", ""None"", ""Refugee""]"
i think your <number> iq is a bit too high most of the muzzies i have ever dealt with were a <number> iq tops,1,4584513_gab,"[""Islam"", ""Jewish""]"
she a he and it a kike,1,15988874_gab,"[""Jewish"", ""Men""]"
its the jews tucker carlson the mother fucking jews that want war beyween the u.s. and russia say it you kike sucker,0,23888587_gab,"[""Jewish"", ""Other""]"
<user> aslo worrying about putin that i remember something like he said that russia welcomes the jews fleeing from europe and russia still have a kike oblast,1,3942665_gab,"[""Jewish""]"
only the elite looters are enriched when they import 6 0 iq moslem zerg onto welfare section <number>,1,14771408_gab,"[""Islam"", ""Jewish"", ""None"", ""Refugee""]"
tommy kike robinson,1,26513396_gab,"[""Jewish""]"
t r u m p the zionist jew traitor who wants your white children raped by hordes of daca beaner filth the majority of crimes by daca recipients include alien smuggling,1,12144804_gab,"[""Hispanic"", ""Jewish"", ""Refugee""]"
<user> i prefer allah as well praise b2 allah after all allah accepts bitcoin god only accepts kike money end the fed,1,2000298_gab,"[""Jewish""]"
how your kike d c op going today shmule,1,25245711_gab,"[""Jewish""]"
ill tell you for sure that these cunts dont and neither do you im about <percent> sure youre a kike who is pretending to be kurdish so he can spread pro zionist opinions among kurds who israel relies on to disrupt muh shia crescent,1,18971841_gab,"[""Caucasian"", ""Heterosexual"", ""Jewish"", ""Minority"", ""Refugee"", ""Women""]"
a female kike is not a woman or a dame no one should ever reproduce with a jewess to avoid making more jews how is that jewess brave,1,12023581_gab,"[""Caucasian"", ""Heterosexual"", ""Indigenous"", ""Jewish"", ""Minority"", ""Women""]"
more incoherent rambling from a kike who lost the argument,1,25691687_gab,"[""Jewish""]"
wait are u telling us that unwanted zhid cruz from fl was nazi pedo rabi should teach this yid nazi a right way he should prepared oven,1,27716817_gab,"[""Jewish"", ""None""]"
i do not give a fuck you have shown yourself to be weak and a lair cry like a girl and instantly cry fed like a kike cunt weed out the weak we need men in this fucking game not stolen valor niggers fuck off,1,22066859_gab,"[""African"", ""Jewish""]"
<user> is my favorite half kike half nig,1,14558894_gab,"[""African"", ""Jewish""]"
oh shit i did not even read the post fuck <user> is a giant faggot now he cucking for illegals ffs that sub cuckservative next he will be shilling blank slate like a proper school marm <user> plz explain this house nigger in a way that he somehow not a shill,1,5646657_gab,"[""African"", ""Homosexual"", ""Jewish"", ""Refugee""]"
<user> do not give up now kike we are just getting started found this one on j date for you she only screwed about <number> niggers she perfect for a beta yid like you she will only cuck you on the weekends <happy>,1,19802718_gab,"[""African"", ""Jewish"", ""Women""]"
superman was written by a kike about his fantasy of smashing fascists kek just fyi,1,25002103_gab,"[""Jewish""]"
morning fag kike <user>,1,25502005_gab,"[""Homosexual"", ""Jewish""]"
there are only a few days between when the moslem explody lunar month of ramadan is over and the beginning of jewlie,1,8256574_gab,"[""Islam"", ""Jewish"", ""None""]"
gosh i guess the mental conditioning had a strong hold on me from my obsessive viewing of fox news as a teenager it took a traumatic event in <number> for me to finally see the kike hiding behind everything,1,25644977_gab,"[""Islam"", ""Jewish""]"
you know the type greedy hook nose kike would send a country into famine if the shekels were right,1,23810387_gab,"[""Jewish""]"
i am so upset that big nosed kikess julie segall did not like my video,1,15827407_gab,"[""Jewish""]"
so be sure not to do anything so our kike overlords do not become angry with us,1,14874156_gab,"[""Jewish""]"
it all hehe haha until we show up at your local favorite hang out spot and wait for you to come out in the van they go one little heeb at a time whatever it takes,1,11823354_gab,"[""Jewish""]"
do not blame the gutterslut nature of modern women on her husband that kike feminism talking,1,12518134_gab,"[""Jewish"", ""Nonreligious"", ""Women""]"
research it it a kike tradition that is ingrained in their disgusting culture they are truly the synagogue of satan,1,16648077_gab,"[""Jewish""]"
ya you really hurt my feelings what you had has a profound effect on me you must be a kike to think like this,1,14557895_gab,"[""Jewish"", ""Other""]"
zucc does not want laws to protect kids online what a sick fuck this kike is,1,23512106_gab,"[""Jewish""]"
i hate to repeat the same thing but when dumb libtards learn race is not fucking muzz yid or christian one is natural born another choose or forced to be one,1,25618829_gab,"[""Islam"", ""Jewish"", ""Other""]"
how do we instigate a war between japan and israel shinzo abe did not like the shoe desert the kike served him,1,25235815_gab,"[""Jewish""]"
<user> probably sits around reading <number> shades of grey imagining a virile nazi seducing her then she sets the book down and sees her kike husband in bed next to her,1,13780765_gab,"[""Jewish""]"
he communist and a faggot and kisses kike ass too,1,19472879_gab,"[""Homosexual"", ""Jewish""]"
included your original post typical kike moves the goal post,1,25531946_gab,"[""Jewish""]"
and kike who had employed hundreds of illegal immigrants at that wasn t trump supposed to maga guess pardoning jew scum like rubashkin is maga now lol,1,16652471_gab,"[""Jewish"", ""Other""]"
last time i checked under sharia law queers are executed i always figured that was the main reasons jews hate and fear shariah law shariah law is only for muslims though how is it you are unaware of that,0,24949183_gab,"[""Arab"", ""Homosexual"", ""Islam"", ""Jewish"", ""None""]"
normal people really what not a kike jews sucking faggot do you nazis have definition for that cause think i fall there you huge douchebag fucks,1,13646100_gab,"[""Homosexual"", ""Jewish""]"
you can not even speak proper english you fucking heeb faggot,1,15165183_gab,"[""Homosexual"", ""Jewish""]"
i hope <user> is hit by a train along with it dirty kike wife having a hope is protected legal speech lil nigga,1,12832858_gab,"[""Jewish"", ""Women""]"
deport his unfunny fat kike ass back to canadastan make america funny again,1,13358006_gab,"[""Jewish"", ""Refugee""]"
dna tests can be defined whoever scientists decide they are because markers are just atp combos i e nothing like kike or irish written on them it all about some opinion of history also anyone can convert to phariseeism and <number> <number> of israel is russian for example could just be anti nig,1,15455648_gab,"[""African"", ""Jewish""]"
